"Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status"
"Wellington","104B Pierce Street, Wellington","$145,000"," 1"," 2",258.633333333333,332.55,"ForSale"
"Ungarie","17 Condamine Street, Ungarie","REDUCED $99,000"," 1"," 3",338.333333333333,531.138,"ForSale"
"Canowindra","93 Tilga St, Canowindra","$160,000"," 1"," 3",226.333333333333,287.314,"ForSale"
"Bonalbo","86 Woodenbong Road, Bonalbo","$145,000"," 1"," 2",503.5,767.12,"ForSale"
"Inverell","61 Clive Street, Inverell","$175,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Emmaville","98 Moore Street, Emmaville","$165,000"," 1"," 4",452.083333333333,615.12,"ForSale"
"Broken Hill","41 Morish Street, Broken Hill","$115,000"," 1"," 4",747.5,1126.84,"ForSale"
"Woodstock","Lot 9 Purcell Drive, Woodstock","$180,000"," 1"," 2",224.316666666667,273.085,"ForSale"
"Ashford","17 Bukkulla Street, Ashford","$135,000"," 1"," 2",441.95,617.125,"ForSale"
"Broken Hill","696 Chapple Street, Broken Hill","$115,000"," 1"," 3",747.5,1126.84,"ForSale"
"Finley","14 Warrmatta Street, Finley","$105,000"," 1"," 4",408.616666666667,657.711,"ForSale"
"Wellington","5 Kennard Street, Wellington","$140,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Rand","38 Kindra Street, Rand","NEW PRICE $110,000"," 1"," 3",339.983333333333,562.252,"ForSale"
"Barraba","36 Rodney Street, Barraba","$149,000"," 1"," 3",345.666666666667,486.82,"ForSale"
"Bombala","14-16 Head Street, Bombala","$140,000"," 1"," 3",302.566666666667,482.409,"ForSale"
"Finley","20-22 Berrigan Road, Finley","$125,000.00"," 1"," 2",408.616666666667,657.711,"ForSale"
"Moree","12 Warrina Crescent, Moree","$160,000"," 1"," 3",421.2,616.255,"ForSale"
"Wellington","38 Arthur Street, Wellington","$209,500"," 1"," 3",258.633333333333,332.55,"ForSale"
"Kingstown","21 Sawmill Lane, Kingstown","$120,000"," 1"," 2",344.483333333333,477.922,"ForSale"
"Menindee","24 Holding Street, Menindee","$70,000 REASONABLE OFFERS CONSIDERED"," 1"," 2",691.883333333333,1033.748,"ForSale"
"Wellington","35-37 Parkes Street, Wellington","$159,000"," 2"," 4",258.633333333333,332.55,"ForSale"
"Inverell","7 Jack Street, Inverell","$190,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Rand","24 Belah Street, Rand","$90,000"," 1"," 3",339.983333333333,562.252,"ForSale"
"Moree","290 Warialda Street, Moree","$130,000"," 1"," 3",421.2,616.255,"ForSale"
"Cobar","13 Cornish Street, Cobar","NOW $119,000"," 1"," 2",461.4,669.21,"ForSale"
"Bonalbo","46 Capeen  Street, Bonalbo","$159,000"," 1"," 3",503.5,767.12,"ForSale"
"Hay","468 Macauley Street, Hay","$145,000"," 1"," 3",442.85,722.973,"ForSale"
"Hay","150 Parker Street, Hay","$140,000"," 1"," 3",442.85,722.973,"ForSale"
"Hay","152 Parker Street, Hay","$140,000"," 1"," 2",442.85,722.973,"ForSale"
"Wee Waa","3 Cowper Street, Wee Waa","FOR SALE $170,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Bingara","Address available on request, Bingara","$169,000"," 1"," 2",384.083333333333,547.077,"ForSale"
"Moree","330 Chester Street, Moree","$169,000"," 1"," 3",421.2,616.255,"ForSale"
"Tocumwal","Lot 64 Bushlands Road, Tocumwal","$140,000"," 1"," 2",417.45,692.901,"ForSale"
"Henty","10 Sweetwater Drive, Henty","$165,000"," 1"," 2",311.45,523.978,"ForSale"
"Brewarrina","17-19 Bathurst St, Brewarrina","$110,000"," 1"," 3",524.466666666667,764.395,"ForSale"
"Warialda","91 Queen Street, Warialda","$159,000"," 1"," 3",417.15,591.159,"ForSale"
"Gilgandra","63 Wamboin Street, Gilgandra","$154,000"," 1"," 4",311.166666666667,422.231,"ForSale"
"Barraba","45  FITZROY STREET, Barraba","$129,000"," 2"," 2",345.666666666667,486.82,"ForSale"
"Moree","344 Edward Street, Moree","$150,000"," 1"," 3",421.2,616.255,"ForSale"
"Wellington","156 Arthur Street, Wellington","$145,000 New Price!"," 2"," 3",258.633333333333,332.55,"ForSale"
"Gilgandra","4 Railway Street, Gilgandra","$148,000"," 2"," 2",311.166666666667,422.231,"ForSale"
"Finley","7 Hampden Street, Finley","$118,000"," 2"," 4",408.616666666667,657.711,"ForSale"
"Wee Waa","4 John Gray Avenue, Wee Waa","$175,000"," 1"," 4",386.916666666667,555.855,"ForSale"
"Moree","80 Anne Street, Moree","$125,000"," 1"," 2",421.2,616.255,"ForSale"
"Urana","1 William Street, Urana","$175,000"," 2"," 3",351.35,565.763,"ForSale"
"Narrandera","64 Twynam Street, Narrandera","Reduced $115,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Gravesend","69-71 Railway Parade, Gravesend","$159,000"," 1"," 3",414.533333333333,592.809,"ForSale"
"Coonamble","36 Castlereagh Street, Coonamble","$150,000 ONO"," 1"," 1",371.333333333333,517.207,"ForSale"
"Wellington","9 Dibbs Street, Wellington","$144,500.00"," 1"," 5",258.633333333333,332.55,"ForSale"
"Gravesend","55 Railway Parade, Gravesend","$110,000"," 1"," 3",414.533333333333,592.809,"ForSale"
"Coonamble","108 Aberford Street, Coonamble","$160,000 - $170,000"," 1"," 4",371.333333333333,517.207,"ForSale"
"Coonamble","25 Ross Street, Coonamble","$145,000 - $155,000"," 1"," 4",371.333333333333,517.207,"ForSale"
"Condobolin","84 William street, Condobolin","$70,000"," 1"," 1",328.45,442.722,"ForSale"
"Baradine","12 Queen, Baradine","$105,000"," 1"," 3",354.35,483.877,"ForSale"
"Quirindi","7 Ogle Avenue, Quirindi","Reduce to $172,500"," 1"," 3",242.033333333333,339.247,"ForSale"
"Coonabarabran","21 John Street, Coonabarabran","$149,000"," 1"," 3",327.233333333333,444.916,"ForSale"
"Cowra","3 Waugoola Street, Cowra","$210,000"," 1"," 2",231.566666666667,291.247,"ForSale"
"Jerilderie","88 Jerilderie Street, Jerilderie","$135,000"," 1"," 3",382.816666666667,620.012,"ForSale"
"Coonabarabran","81 Edwards St, Coonabarabran","$159,000"," 2"," 3",327.233333333333,444.916,"ForSale"
"Dareton","14 Neilpo Street, Dareton","$139,000"," 1"," 3",627.55,1022.559,"ForSale"
"Finley","44 Hampden Street, Finley","$130,000"," 1"," 3",408.616666666667,657.711,"ForSale"
"Coonamble","42 Yarran Street, Coonamble","$99,000"," 1"," 3",371.333333333333,517.207,"ForSale"
"Bourke","67 Oxley Street, Bourke","$148,500"," 2"," 4",503.383333333333,741.707,"ForSale"
"Warren","8 Stubbs Ave, Warren","$60,000"," 1"," 2",354.566666666667,482.306,"ForSale"
"Condobolin","1 Gatenby Street, Condobolin","$125,000"," 1"," 2",328.45,442.722,"ForSale"
"Inverell","4 Waratah Avenue, Inverell","$144,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Inverell","86 Byron Street, Inverell","$75,000 + SAV"," 1"," 1",403.416666666667,561.941,"ForSale"
"Oaklands","45 Milthorpe Street, Oaklands","$125,000"," 1"," 3",372.7,597.71,"ForSale"
"Wee Waa","52 Cowper Street, Wee Waa","$125,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Harden","150  Neill Street, Harden","$95,000"," 1"," 2",206.1,338.668,"ForSale"
"Narrabri","9 Blanche Peadon Drive, Narrabri","$155,000"," 1"," 2",355.616666666667,515.023,"ForSale"
"Barraba","13 Linden Street, Barraba","$145,000"," 1"," 2",345.666666666667,486.82,"ForSale"
"Trangie","60 Harris Street, Trangie","$165,000"," 1"," 3",328.6,446.555,"ForSale"
"Narromine","2C Dandaloo Lane, Narromine","REDUCED TO $99,000"," 1"," 2",306.483333333333,413.407,"ForSale"
"Curlewis","22 Pullaming St, Curlewis","$175,000"," 1"," 1",280.316666666667,402.335,"ForSale"
"Coonabarabran","66 King St, Coonabarabran","$139,900"," 1"," 3",327.233333333333,444.916,"ForSale"
"Wellington","111 Simpson Street, Wellington","$119,500.00"," 1"," 3",258.633333333333,332.55,"ForSale"
"Coolah","14 Turners lane, Coolah","$150,000"," 1"," 3",268.316666666667,355.334,"ForSale"
"Glen Innes","157 Ferguson Street, Glen Innes","$175,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Finley","92 Coree Street, Finley","$170,000"," 1"," 3",408.616666666667,657.711,"ForSale"
"Goolgowi","13 Stipa Street, Goolgowi","Asking $139,000"," 1"," 2",396.516666666667,621.492,"ForSale"
"Wellington","25 ARTHUR STREET, Wellington","$149,500"," 1"," 3",258.633333333333,332.55,"ForSale"
"Glen Innes","136 Taylor, Glen Innes","$137,990"," 1"," 3",401.983333333333,559.494,"ForSale"
"Manilla","250 Manilla Street, Manilla","$130,000"," 1"," 3",315.733333333333,442.39,"ForSale"
"Coonamble","22 Nebea Street, Coonamble","$155,000 ONO"," 1"," 4",371.333333333333,517.207,"ForSale"
"Emmaville","40 Rose Valley Road, Emmaville","$155,000"," 2"," 3",452.083333333333,615.12,"ForSale"
"Coonabarabran","23-25 White St, Coonabarabran","$170,000"," 1"," 3",327.233333333333,444.916,"ForSale"
"Wellington","5 Parkes Street, Wellington","$89,000"," 1"," 2",258.633333333333,332.55,"ForSale"
"Moree","389 Boston Street, Moree","$135,000"," 1"," 3",421.2,616.255,"ForSale"
"Cumnock","27 Bruce Street, Cumnock","$149,000"," 1"," 3",234.65,297.163,"ForSale"
"Bega","20 Mecklenberg St, Bega","$135,000"," 1"," 1",327.1,507.101,"ForSale"
"Moree","25 & 25A OAK STREET, Moree","$130,000"," 2"," 4",421.2,616.255,"ForSale"
"Wellington","46-48 MAUGHAN STREET, Wellington","$139,000.00"," 3"," 2",258.633333333333,332.55,"ForSale"
"Wee Waa","125 Alma Street, Wee Waa","$110,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Cobar","81 Morrison Street, Cobar","Price Guide $152,000 - $162,000"," 1"," 3",461.4,669.21,"ForSale"
"Forbes","66 Rankin, Forbes","$140,000"," 1"," 1",275.683333333333,357.998,"ForSale"
"Moree","26 Carbeen Street, Moree","$149,000"," 1"," 1",421.2,616.255,"ForSale"
"Deepwater","32 Severn Street, Deepwater","$135,000"," 1"," 2",430.316666666667,601.336,"ForSale"
"Bundarra","29 - 31 Bowline Street, Bundarra","$135,000"," 1"," 3",396.783333333333,543.02,"ForSale"
"Gilgandra","50 Wrigley Street, Gilgandra","$150,000"," 1"," 3",311.166666666667,422.231,"ForSale"
"Moree","26 CARBEEN STREET, Moree","$149,000"," 1"," 1",421.2,616.255,"ForSale"
"Moree","26 Carbeen Street, Moree","$175,000"," 1"," 1",421.2,616.255,"ForSale"
"Berrigan","15 Budd St, Berrigan","HUGE REDUCTION  $115,000 ono"," 1"," 3",393.616666666667,635.493,"ForSale"
"Coonamble","19 Broad Street, Coonamble","$95000 OR BRING ME AN OFFER"," 1"," 2",371.333333333333,517.207,"ForSale"
"Glen Innes","267 Ferguson Street, Glen Innes","130000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Moree","293 Morton Street, Moree","$68,000"," 1"," 2",421.2,616.255,"ForSale"
"Garah","30 Wallon Street, Garah","$150,000"," 1"," 2",457.9,668.29,"ForSale"
"Boomi","5 Bishop Street, Boomi","$150,000"," 1"," 4",486.25,710.228,"ForSale"
"Moree","293 MORTON STREET, Moree","$70,000"," 1"," 2",421.2,616.255,"ForSale"
"Glen Innes","32 TORRINGTON STREET, Glen Innes","$121 000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Wellington","104 Swift Street, Wellington","$130,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Bourke","75 Mertin Street, Bourke","REDUCED TO $160,000"," 1"," 3",503.383333333333,741.707,"ForSale"
"Cobar","8 Mathews Street, Cobar","Price Guide $160,000 - $170,000"," 1"," 4",461.4,669.21,"ForSale"
"Narrandera","47 Willans Street, Narrandera","Reduced $175,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Condobolin","16 Leiferman Street, Condobolin","$125,000"," 1"," 3",328.45,442.722,"ForSale"
"Bingara","122 Maitland Street, Bingara","$120,000"," 1"," 1",384.083333333333,547.077,"ForSale"
"Cobar","8 Bourke Street, Cobar","$158,000"," 1"," 3",461.4,669.21,"ForSale"
"Nyngan","1 TABRATONG STREET, Nyngan","120,000"," 1"," 3",384.766666666667,538.117,"ForSale"
"Delungra","8 Inverell Street, Delungra","$135,000"," 2"," 3",420.716666666667,593.377,"ForSale"
"Bourke","75 Mertin Street, Bourke","$160,000"," 1"," 3",503.383333333333,741.707,"ForSale"
"Yamba","7 Yamba Street, Yamba","$150,000"," 1"," 2",423.016666666667,652.649,"ForSale"
"Wellington","83 Maxwell Street, Wellington","$99,999"," 1"," 3",258.633333333333,332.55,"ForSale"
"Menindee","37 Lakeview Avenue, Sunset Strip, Menindee","$82,000"," 1"," 3",691.883333333333,1033.748,"ForSale"
"Parkes","440 Clarinda Street, Parkes","$179,000"," 1"," 3",262.666666666667,340.97,"ForSale"
"Bourke","24 Short St, Bourke","Asking $130,000"," 1"," 3",503.383333333333,741.707,"ForSale"
"Guyra","70 Hardinge Street, Guyra","$172,000"," 1"," 3",365.133333333333,501.665,"ForSale"
"Cudal","Address available on request, Cudal","$140,000"," 1"," 2",223.433333333333,280.562,"ForSale"
"Taree","1 Cnr Stokes & Cowper Streets, Taree","$99,999"," 1"," 2",204.333333333333,302.981,"ForSale"
"Gravesend","69 Railway Parade, Gravesend","$175,000"," 1"," 2",414.533333333333,592.809,"ForSale"
"Armatree","9 Armatree Street, Armatree","$120,000"," 1"," 2",332.166666666667,458.096,"ForSale"
"Lake Cargelligo","26  Holt st, Lake Cargelligo","$146,000"," 1"," 3",389.733333333333,535.627,"ForSale"
"Moree","80 Adelaide Street, Moree","$65,000"," 1"," 2",421.2,616.255,"ForSale"
"Coolah","50 Martin Street, Coolah","$150,000"," 1"," 3",268.316666666667,355.334,"ForSale"
"Ashmont","28 Callaghan Street, Ashmont","$159,500"," 1"," 3",282.116666666667,459.492,"ForSale"
"Moree","356 Morton Street, Moree","$149,000"," 1"," 2",421.2,616.255,"ForSale"
"Guyra","Address available on request, Guyra","$172,000"," 1"," 3",365.133333333333,501.665,"ForSale"
"Inverell","Address available on request, Inverell","$175,000"," 1"," 1",403.416666666667,561.941,"ForSale"
"Wee Waa","6 Empire Place, Wee Waa","$125,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Coonamble","2 Simpson Avenue, Coonamble","$175,000"," 2"," 3",371.333333333333,517.207,"ForSale"
"Forbes","5 Dawson Street, Forbes","$160,000"," 1"," 3",275.683333333333,357.998,"ForSale"
"Moulamein","19 Nyang Street, Moulamein","$198,000"," 2"," 4",496.516666666667,799.673,"ForSale"
"Merriwa","5 Elizabeth Street, Merriwa","$120,000"," 1"," 2",208.3,300.727,"ForSale"
"Merriwa","5 Elizabeth Street, Merriwa","$120,000"," 1"," 2",208.3,300.727,"ForSale"
"Glen Innes","107 Church Street, Glen Innes","$175,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Guyra","54 Clarke Street, Guyra","$173,500"," 1"," 2",365.133333333333,501.665,"ForSale"
"Wellington","104  Thornton Street, Wellington","$145,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Inverell","7 Oak Place, Inverell","$169,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Parkes","5  Rosewood Avenue, Parkes","$65,000"," 1"," 1",262.666666666667,340.97,"ForSale"
"Wentworth","156 Darling St, Wentworth","$175,000.00"," 1"," 3",637.466666666667,1035.275,"ForSale"
"Glen Innes","107 Church, Glen Innes","$175,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Menindee","12 Lakeview Avenue, Sunset Strip, Menindee","$85,000"," 1"," 3",691.883333333333,1033.748,"ForSale"
"Jerilderie","142 Jerilderie Street, Jerilderie","$160,000"," 1"," 2",382.816666666667,620.012,"ForSale"
"Eugowra","31 Nanima Street, Eugowra","$175,000"," 1"," 3",251.216666666667,322.68,"ForSale"
"Forbes","41 Union Street, Forbes","$159,000 ONO"," 1"," 3",275.683333333333,357.998,"ForSale"
"Curlewis","9 Donaldson Street, Curlewis","$170,000"," 1"," 4",280.316666666667,402.335,"ForSale"
"Curlewis","Address available on request, Curlewis","$170,000"," 1"," 3",280.316666666667,402.335,"ForSale"
"Moree","316 Balo Street, Moree","$149,000"," 1"," 3",421.2,616.255,"ForSale"
"Moree","11 ADELAIDE STREET, Moree","$130,000"," 2"," 3",421.2,616.255,"ForSale"
"Wellington","104 Swift Street, Wellington","$130,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Moree","11 Adelaide Street, Moree","$130,000"," 2"," 4",421.2,616.255,"ForSale"
"Tingha","15 Diamond Street, Tingha","$80,000"," 1"," 2",398.183333333333,553.527,"ForSale"
"Wee Waa","21 Cowper Street, Wee Waa","$155,000"," 1"," 2",386.916666666667,555.855,"ForSale"
"Bourke","16 Wortumertie St, Bourke","Reduced to $168,000"," 3"," 4",503.383333333333,741.707,"ForSale"
"Coolah","13 Church  Street, Coolah","$149,500"," 1"," 5",268.316666666667,355.334,"ForSale"
"Henty","4 Fox Street, Henty","$135,000"," 1"," 3",311.45,523.978,"ForSale"
"Tocumwal","73 Hennessy Street, Tocumwal","$150,000"," 1"," 2",417.45,692.901,"ForSale"
"Condobolin","8 Brady Street, Condobolin","$95,000"," 1"," 3",328.45,442.722,"ForSale"
"Moree","321 Auburn Street, Moree","$132,500 - Reduced"," 1"," 3",421.2,616.255,"ForSale"
"Barraba","15 Weigall Street, Barraba","$129,000"," 1"," 3",345.666666666667,486.82,"ForSale"
"Glen Innes","157 Ferguson Street, Glen Innes","$175,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Girilambone","14 Myall Street, Girilambone","$75,000"," 1"," 4",450.6,604.998,"ForSale"
"Broken Hill","58 Patton Street, Broken Hill","$135,000"," 1"," 3",747.5,1126.84,"ForSale"
"Urbenville","Address available on request, Urbenville","$149,950"," 1"," 3",536.15,806.813,"ForSale"
"Narrandera","55 Ferrier Street, Narrandera","$190,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Merriwa","60 Bettington Street, Merriwa","$170,000"," 1"," 3",208.3,300.727,"ForSale"
"Cootamundra","Address available on request, Cootamundra","$112,000"," 1"," 1",231.2,377.99,"ForSale"
"Guyra","65 Malpas Street, Guyra","$165,000"," 1"," 3",365.133333333333,501.665,"ForSale"
"Wee Waa","13 George Wilson Ave, Wee Waa","$135,000"," 1"," 2",386.916666666667,555.855,"ForSale"
"Cootamundra","9 Wall Ave, Cootamundra","$155,000"," 1"," 3",231.2,377.99,"ForSale"
"Narrandera","41 Chantilly Street, Narrandera","$160,000"," 2"," 3",334.233333333333,527.307,"ForSale"
"Narrandera","41 Chantilly Street, Narrandera","$160,000"," 2"," 3",334.233333333333,527.307,"ForSale"
"Cobar","8 Cypress Place, Cobar","NOW $169,000"," 1"," 3",461.4,669.21,"ForSale"
"Wee Waa","114  Rose Street, Wee Waa","$99,000"," 1"," 1",386.916666666667,555.855,"ForSale"
"Mulwala","Holiday Cabins Spring Drive, Mulwala","From $105,000"," 2"," 4",387.05,646.889,"ForSale"
"Broken Hill","403 Cummins Lane, Broken Hill","$77,000"," 1"," 3",747.5,1126.84,"ForSale"
"Henty","Unit 11 Sweetwater Drive, Henty","Reduced price to $160,000"," 1"," 2",311.45,523.978,"ForSale"
"Broken Hill","755 Beryl Street, Broken Hill","$115,000"," 1"," 3",747.5,1126.84,"ForSale"
"Barham","20 Frank Street, Barham","$135,000"," 1"," 3",496.75,793.729,"ForSale"
"Gilgandra","48 Eiraben Street, Gilgandra","$100,000"," 1"," 2",311.166666666667,422.231,"ForSale"
"Moree","20 Oak Street, Moree","$130,000"," 1"," 5",421.2,616.255,"ForSale"
"Warialda","91 Queen Street, Warialda","$159,000"," 1"," 3",417.15,591.159,"ForSale"
"South Guyra","172B Sandon Street, South Guyra","$125,000"," 1"," 3",362.933333333333,499.764,"ForSale"
"Wellington","54 Whiteley Street, Wellington","$120,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Lightning Ridge","1 Aerodrome Rd, Lightning Ridge","$85,000"," 1"," 4",489.933333333333,710.246,"ForSale"
"Broken Hill","192 Iodide Street, Broken Hill","$112,000"," 1"," 3",747.5,1126.84,"ForSale"
"Broken Hill","764 Brady Street, Broken Hill","$110,000"," 1"," 2",747.5,1126.84,"ForSale"
"Cobar","35 Bradley Street, Cobar","$149,000"," 1"," 2",461.4,669.21,"ForSale"
"Trangie","84  Dandaloo St, Trangie","$143,000"," 2"," 3",328.6,446.555,"ForSale"
"Wee Waa","52  Mitchell Street, Wee Waa","$169,000"," 2"," 3",386.916666666667,555.855,"ForSale"
"Narromine","130 DANDALOO STREET, Narromine","$150,000"," 1"," 1",306.483333333333,413.407,"ForSale"
"Elands","Address available on request, Elands","$50,000.00"," 1"," 1",256.983333333333,350.735,"ForSale"
"Moree","316 Balo Street, Moree","$146,000"," 1"," 3",421.2,616.255,"ForSale"
"Inverell","24 William Street, Inverell","$160,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Trangie","1 Derribong St, Trangie","$145,000"," 1"," 3",328.6,446.555,"ForSale"
"Inverell","24 William Street, Inverell","$160,000"," 1"," 2",403.416666666667,561.941,"ForSale"
"Mungindi","Address available on request, Mungindi","$72,500 Neg"," 1"," 3",502.566666666667,737.803,"ForSale"
"Bundarra","17 Baker Street, Bundarra","$159,000"," 1"," 5",396.783333333333,543.02,"ForSale"
"Parkes","55  Webb Street, Parkes","$95,000"," 1"," 1",262.666666666667,340.97,"ForSale"
"Wee Waa","48 Alma Street, Wee Waa","$160,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Trangie","84 DANDALOO STREET, Trangie","PRICE REDUCED $143,000"," 2"," 3",328.6,446.555,"ForSale"
"Mumbil","6 Mackeral Street, Mumbil","$159,500"," 1"," 3",242.233333333333,308.776,"ForSale"
"Tingha","18 Diamond Street, Tingha","$139,000"," 1"," 3",398.183333333333,553.527,"ForSale"
"Cobar","19 Murray Street, Cobar","$155,000"," 1"," 3",461.4,669.21,"ForSale"
"Tingha","18 Diamond Street, Tingha","$139,000"," 1"," 3",398.183333333333,553.527,"ForSale"
"Cobar","21 Woodiwiss Avenue, Cobar","$135,000"," 1"," 3",461.4,669.21,"ForSale"
"Tingha","18 Diamond Street, Tingha","$139,000"," 1"," 3",398.183333333333,553.527,"ForSale"
"Moree","17 Delander Crescent, Moree","$139,000"," 1"," 2",421.2,616.255,"ForSale"
"Broken Hill","55 Knox Street, Broken Hill","$95,000"," 1"," 3",747.5,1126.84,"ForSale"
"Berrigan","18 Momalong Street, Berrigan","$125,000.00"," 1"," 3",393.616666666667,635.493,"ForSale"
"Wellington","82 Pierce Street, Wellington","$134,950.00"," 1"," 3",258.633333333333,332.55,"ForSale"
"Menindee","86 Lakeview Avenue, Sunset Strip, Menindee","$62,000"," 1"," 3",691.883333333333,1033.748,"ForSale"
"Broken Hill","279 Morish Street, Broken Hill","$130,000"," 1"," 3",747.5,1126.84,"ForSale"
"Ashford","16 Frazer Street, Ashford","$100,000"," 1"," 3",441.95,617.125,"ForSale"
"Sunset Strip","58 Lakeview Ave, Sunset Strip","$89,000"," 2"," 3",714.816666666667,1056.327,"ForSale"
"Premer","12 Bomera Street, Premer","$170,000"," 1"," 4",298.55,406.227,"ForSale"
"Parkes","77 Hill Street, Parkes","$200,000"," 1"," 3",262.666666666667,340.97,"ForSale"
"Brewarrina","54 Church St, Brewarrina","Asking Price $135,000"," 1"," 2",524.466666666667,764.395,"ForSale"
"Gulargambone","20 Coonamble Street, Gulargambone","$95,000 - OR MAKE AN OFFER"," 1"," 4",341.233333333333,470.497,"ForSale"
"Moree","17 DELANDER CRESCENT, Moree","$139,000 - PRICE REDUCED!"," 1"," 2",421.2,616.255,"ForSale"
"Wellington","125 Simpson Street, Wellington","$105,000"," 1"," 2",258.633333333333,332.55,"ForSale"
"Garah","30 WALLON STREET, Garah","$150,000"," 1"," 2",457.9,668.29,"ForSale"
"Bourke","96 Darling Street, Bourke","$175,000"," 1"," 3",503.383333333333,741.707,"ForSale"
"Cobar","2 Fletcher Street, Cobar","New Price $175,000"," 1"," 3",461.4,669.21,"ForSale"
"Bourke","96 Darling St, Bourke","Asking $175,000"," 1"," 3",503.383333333333,741.707,"ForSale"
"Cobar","20 Harcourt Street, Cobar","$175,000 PRICE REDUCED"," 1"," 3",461.4,669.21,"ForSale"
"Menindee","Lot 748 Wentworth Road, Menindee","$140,000"," 1"," 3",691.883333333333,1033.748,"ForSale"
"Ganmain","35 Menangle Street, Ganmain","Reduced $110,000"," 1"," 4",304.733333333333,482.076,"ForSale"
"Ashford","7 Besley Street, Ashford","$115,000"," 1"," 3",441.95,617.125,"ForSale"
"Coonamble","18 Edward Street, Coonamble","$99,000"," 1"," 3",371.333333333333,517.207,"ForSale"
"Baradine","17 Narren St, Baradine","$150,000"," 1"," 2",354.35,483.877,"ForSale"
"Parkes","7 Keast Street, Parkes","$165,000"," 1"," 3",262.666666666667,340.97,"ForSale"
"Wee Waa","14 Boundary Street, Wee Waa","$170,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Wellington","3 Elizabeth Street, Wellington","$130,000"," 1"," 5",258.633333333333,332.55,"ForSale"
"Henty","11 Sweetwater Drive, Henty","$160,000"," 1"," 2",311.45,523.978,"ForSale"
"Muswellbrook","20 Tobruk Avenue, Muswellbrook","$165,000"," 1"," 3",164.583333333333,237.029,"ForSale"
"Parkes","67 Clarinda Street, Parkes","$150,000"," 1"," 2",262.666666666667,340.97,"ForSale"
"Coonamble","12 Maule Lane, Coonamble","$110,000"," 1"," 2",371.333333333333,517.207,"ForSale"
"Sunset Strip","40 Lakeview Ave, Sunset Strip","$69,000"," 2"," 3",714.816666666667,1056.327,"ForSale"
"Wee Waa","14 Maitland Street, Wee Waa","FOR SALE $175,000"," 1"," 2",386.916666666667,555.855,"ForSale"
"Glen Innes","96 Wentworth St, Glen Innes","$150,000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Wee Waa","55 Alma Street, Wee Waa","$120,000"," 1"," 2",386.916666666667,555.855,"ForSale"
"Forbes","66 Rankin Street, Forbes","$140,000"," 1"," 1",275.683333333333,357.998,"ForSale"
"Lightning Ridge","Address available on request, Lightning Ridge","$60,000"," 1"," 1",489.933333333333,710.246,"ForSale"
"Bonalbo","Address available on request, Bonalbo","$175,000"," 1"," 1",503.5,767.12,"ForSale"
"Condobolin","2 Harding Ave, Condobolin","$119,000"," 1"," 3",328.45,442.722,"ForSale"
"Ashford","13 Albury Street, Ashford","$119,000"," 1"," 1",441.95,617.125,"ForSale"
"Gloucester","11 Britten Street, Gloucester","$80,000"," 1"," 1",184.75,252.976,"ForSale"
"Moree","Address available on request, Moree","$85,000"," 1"," 3",421.2,616.255,"ForSale"
"Guyra","21 Prisk Street, Guyra","$160,000"," 1"," 2",365.133333333333,501.665,"ForSale"
"Moama","96 Old Barmah Road, Moama","From $165,000"," 3"," 3",473.783333333333,776.75,"ForSale"
"Yanco","35 Main Ave, Yanco","$152,000"," 1"," 3",354.533333333333,574.807,"ForSale"
"Menindee","30 Lakeview Avenue, Menindee","$87,000"," 2"," 3",691.883333333333,1033.748,"ForSale"
"Moree","21 Tycannah Street, Moree","$129,000"," 2"," 3",421.2,616.255,"ForSale"
"Coleambally","25 Bluebonnet Crescent, Coleambally","$174,000"," 1"," 3",388.716666666667,627.765,"ForSale"
"Hay","417 Macauley Street, Hay","$147,000"," 1"," 3",442.85,722.973,"ForSale"
"Moree","329 Auburn Street, Moree","$112,000"," 1"," 3",421.2,616.255,"ForSale"
